Headline,Day,Published_Date,Published_Region,Timings,Meetings
COIMBATORE TODAY,Sunday,2015-03-22,TAMIL NADU,"['10.30 a.m.', '4 p.m.', '3 p.m.', '6 p.m.', '9 a.m.', '7 p.m.', '6.30 p.m.', '5.30 p.m.', '8 a.m.', '3 p.m.', '9.30 a.m.', '7.30 a.m.', '8 a.m.', '9.30 a.m.', '10.30 a.m.', '10.30 a.m.', '9 a.m.', '10.30 a.m.', '10.30 a.m.', '9.30 a.m.', '9.30 a.m.']","RELIGION
Prayers to Sri Annai: Sri Aurobindo Devotees Trust, Sasibalika Vidya Mandir, Azad Road, R.S. Puram, and W7C, Kovaipudur,
10.30 a.m. and 4 p.m.
Chinmaya Balavihar: Sadhana Sadhan, Madhav Nagar, Vadavalli, 3 p.m.
Discourse, Inner Peace: Raj Vidya Kender, Ardra Hall, Huzur Road, 6 p.m.
Satsang: Yagoda Satsanga Dhyana Kendra: near Perks School, 9 a.m.
Sri Rama Navami celebrations: Shri Shirdi Saibaba Dwarakamayi Temple, Peelamedu, 7 p.m.
Lent prayer meetings: CSI Christ Church, 1558, Trichy Road, 6.30 p.m.
GENERAL
Osai: Enviro Meet, Hotel Tamil Nadu, 5.30 p.m.
Tamil Nadu Towheed Jamaat: Swine flu and dengue awareness camp, Old Panchayat Office, Podanur, 8 a.m.
Alcoholic Anonymous: Meeting, Krishna Nursing Home, 3 p.m.
Coimbatore Institute of Engineering and Technology: Graduation Day, 9.30 a.m.
Kumaraguru College of Technology: Mahamandapam bhoomi pooja, 7.30 a.m.
KMCH: Corporate Social Responsibility project, Karuparayanpalayam, 8 a.m.
The Indian Chamber of Commerce and Industry: Seminar, 9.30 a.m.
Tamil Nadu Agricultural University: World Water Day celebrations, 10.30 a.m.
The Coimbatore City Traffic Police: Stress management for women police personnel, 10.30 a.m.
Sri Ramakrishna Engineering College: Seminar, 9 a.m.
SVS Educational Institutions: Graduation Day, 10.30 a.m.
Kalam: Meeting, S.P. Narasimhalu Naidu Higher Secondary School,
10.30 a.m.
State Street HCL Services: Seminar,
PSG Institute of Technology, 9.30 a.m.
Sriguru Institute of Technology:
Graduation Day, 9.30 a.m."
Engagements,Saturday,2015-03-21,NEW DELHI,[]," Anonymous: Meeting: Aakarshan Group: Paschim Vihar, Delhi Government dispensary, G A2, Block, opposite Radha Krishna Temple; Primary Purpose Group: Church of the Resurrection, near Mother Dairy Booth, DDA Market, Rohini; Jeevandhara Group: Khyber Pass, Civil Lines St. Thomas Baptist Church; Programme of Recovery Group: Dwarka Health Centre, Sector-12; Prashanti Group: Lord Mahavir School Sector-29, adjacent to Brahmaputra Shopping Complex;"
Today’s Engagements,Sunday,2015-03-15,TAMIL NADU,"['9 a.m.', '4 p.m.', '10 a.m.', '3 p.m.', '9 a.m.', '9 a.m.', '9 a.m.', '10 a.m.', '10 a.m.', '10.30 a.m.', '10.30 a.m.', '11 a.m.', '11 a.m.', '2 p.m.', '3 p.m.', '4.15 p.m.', '6 p.m.', '6 p.m.']","RELIGION
Yagoda Satsanga Dhyana Kendra: Satsang on teachings of Paramahamsa Yogananda, 9 a.m.
Sri Aurobindo Devotees Trust: Prayers to Sri Annai, Sri Annai Meditation Centre, 4 p.m. and Sajibalika Vidya Mandir, 10 a.m.
Sadhana Sadhan: Discourse on Chinmaya Balavihar, 3 p.m.
GENERAL
Coimbatore City Police: Awareness and training programme on handling dogs, PRS Ground, 9 a.m.
Dr. SNS Rajalakshmi College of Arts and Science: Alumni meet, 9 a.m.
Sri Ramakrishna College: Session on Brand Management 9 a.m.
Kovai Makkal Valarchi Iyakkam: Consultative meeting, Annamalai Hotel, 10 a.m.
Spark Creations and DHFL: 27th housing loan expo – Sontha Veedu 2015, Suguna Hall, 10 a.m.
Maharaja Institute of Technology: Graduation Day, 10.30 a.m.
Nehru College of Aeronautics and Applied Sciences: Graduation ceremony, 10.30 a.m.
Dr. JKP Medical Centre: Monthly meet of Healthy Hearts Club, 11 a.m.
The Philatelists Coimbatore: Monthly meeting, Computer Society of India, 11 a.m.
Sri Krishna Arts and Science College: Sports Day, 2 p.m.
Alcoholic Anonymous Meeting: Krishna Nursing Home, Ramnagar, 3 p.m.
Lions Clubs International: Opening of Renovated Lions District Cabinet Secretariat Building and Arch, 4.15 p.m.
Gnanavani Sangham: The Complete Science, Dhanwantri Temple, 6 p.m.
Raj Vidya Kender Coimbatore Centre: Discourse on inner peace, 6 p.m."
"Engagements for March 15, Sunday",Sunday,2015-03-15,NEW DELHI,['11 a.m.']," Anonymous: Meetings - Aakarshan Group: Paschim Vihar, Delhi Government dispensary, G A2, Block opposite Radha Krishna Temple, 7-8.30 p.m. ; Programme of Recovery Group: Dwarka Health Centre, Sector-12, 7.30-8.30 p.m. ; Gateway of Sobriety Group: Saad Nagar, Palam Delhi Govt. Dispensary 11 a.m."
Coimbatore Today,Sunday,2015-03-08,TAMIL NADU,"['6 p.m.', '10 a.m.', '4 p.m.', '1 p.m.', '6 p.m.', '4 p.m.', '5 p.m.', '5 p.m.', '10 a.m.', '10 a.m.', '11 a.m.', '8 a.m.', '4 p.m.', '5.30 p.m.', '5 p.m.', '5 p.m.', '5 p.m.', '5.30 p.m.', '9.30 a.m.', '10 a.m.', '10 a.m.', '10 a.m.', '8.15 a.m.', '3 p.m.', '5.30 p.m.', '10.30 a.m.', '7.30 a.m.', '9 a.m.']","RELIGION
Car festival: Arulmigu Koniamman Temple, pujas, 6 p.m.
Sri Aurobindo Devotees Trust: Prayers, Sasi Balika Vidya Mandir, Azad Road, R.S. Puram, 10 a.m.; Annai Meditation Centre, W 7 C, Kovaipudur, 4 p.m.
Anniversary celebrations: Sadhana Sadhan, Madhav Nagar, Vadavalli, 1 p.m.
Raj Vidya Kender: Discourse on inner peace, Ardra Hall, Huzur Road, 6 p.m.
GENERAL
International Women’s Day: Thanga Mangai magazine, Divodaya Hall, 4 p.m.; National Foundation for Entrepreneurship Development, Hotel Prince Garden, 5 p.m.; Rotary Club of Coimbatore Texcity, 5 p.m.; Dravida Munnetra Kazhgam (women’s wing), Vijaya Hall,
10 a.m.; Tamil Nadu Agricultural University, 10 a.m.; Democratic Youth Federation of India,
11 a.m.; Coimbatore Malayali Samajam, 8 a.m.; Coimbatore Nair Sthree Samaajam, 4 p.m.; Noolagar Vasagar Vattam,
5.30 p.m.; Friends of Police,
5 p.m.; Visvasapuram Residents Welfare Association, 5 p.m.; District Rural Development Agency (Sanitation Bureau),
5 p.m.; Thiaga Olisudar Magalir Mandram, 5.30 p.m.
Employability Bridge and Confederation of Indian Industry: All Women Flag,
9.30 a.m.
Tamil Nadu Padivuthurai Aluvalar Sangham: Conference, 10 a.m.
Tamil Nadu Dalit Sena: Meeting, 10 a.m.
Yogic Yoga Centre: Seminar,
R.S. Puram, 10 a.m.
Organising Committee: Inauguration of Medwin Hospital, Tiruchi Road, 8.15 a.m.
Alcoholic Anonymous: Meeting, Krishna Nursing Home, Ram Nagar, 3 p.m.
Coimbatore Nagarathar Sangham: Felicitation function,
5.30 p.m.
Dr. SNS Rajalakshmi College of Art and Science: Graduation Day,
10.30 a.m.
Coimbatore Society of Ophthalmic Surgeons: Glaucoma awareness rally, 7.30 a.m.
Karpagam Medical College Hospital: Wellness programme,
9 a.m."
Engagements,Sunday,2015-03-01,KERALA,"['3 p.m.', '5 p.m.', '6.30 a.m.', '6 p.m.', '6.30 p.m.', '4.30 p.m.', '11.30 a.m.', '11 a.m.', '4.30 p.m.']"," Anonymous: Anugraha Group meeting, Baby Memorial Hospital, IG Road, 3 p.m.
Devi Sahayam Reading Room and Library: Inauguration of building, library premises, Thiruthiyad, 5 p.m.
IIM Kozhikode, District Sports Council, Angels: Calicut Mini Marathon Flagg Off, Kozhikode beach, 6.30 a.m.
culture
District Tourism Promotion Council: ‘Utsavam’- folk arts festival, Kakkarissi Natakam and Thirayattam, Open Stage, Kozhikode Beach, 6 p.m.
Calicut Music Club: Shaam-e-Ghazal by V.S.Remya, Town Hall, Mananchira, 6.30 p.m.
Navatharangam Cultural Forum of Bank Employees: ‘Get Pack Go’, exhibition of photographs by Akhil Komachi,
Kerala Lalithakala Academy Art Gallery,l, 4.30 p.m.
Organising Committee: ‘Vajrayana’- exhibition of paintings by Biju Mekkayil, Kerala Lalithakala Academy Art Gallery, Near Town Hall, 11.30 a.m.
Organising Committee: Exhibition of photographs by V.C.Arun, Kerala Lalithakala Academy Art Gallery, Near Town Hall, 11 a.m.
Maxcelent Books: Release of anthology of poems ‘Himu’ by Sundhu Krishna, Alakapuri, M.M. Ali Road, 4.30 p.m."
Engagements,Monday,2015-02-23,NEW DELHI,"['11 a.m.', '7 p.m.', '11 a.m.', '10 a.m.', '11 a.m.', '6.30 a.m.']"," Anonymous: Meetings -Aakarshan Group: Paschim Vihar, Delhi Government dispensary, G A2,Block opposite Radha Krishna Temple. 7-8.30 p.m. ; Programme ofRecovery Group: Dwarka Health Center, Sector-12, 7.30-8.30 p.m. ; Gateway of Sobriety Group: Saad Nagar, Palam Delhi Govt. Dispensary 11 a.m.; Prashanti Gruup: Lord Mahavir School, Sector-29, adjacent to Bhramaputra Shopping Complex, 7-8.30 p.m.; Navjyoti Group:Geeta Bhawan, Shahdara 7-8.30 p.m. ; A.Ujala Group: Masihgarh Church, Sukhdev Vihar, Near Escorts Heart Institute, 7 p.m.; Atam Shanti Group: N-85, Narayan Nagar, Lalita Park, Laxmi Nagar 7-8.30 p.m. ; A.A AshadeepGroup:C-1, Safdarjang Development Area, Sahoday School, 11 a.m.; Jagriti Group: St Columba’s School, Bhai Vir Singh Marg, near Gole Dak Khana, 10 a.m. ; Vishwas Group: Basti Vikas Kendra: Jawahar Camp, Kirti Nagar, 11 a.m.; Morning Attitude Modification Group: Basti Vikas Kendra, Jawahar Camp, Kirti Nagar, Sector-6, 6.30 a.m.; and A.A Steps To SobrietyGroup:Arya Samaj Mandir, near South Delhi Club, Greater Kailash-I 11.a.m."
In Coimbatore Today,Sunday,2015-02-22,TAMIL NADU,"['4 p.m.', '4 p.m.', '6.30 p.m.', '6 a.m.', '11 a.m.', '8.30 a.m.', '6 p.m.', '10 a.m.', '10 a.m.', '3 p.m.', '6.30 p.m.', '9 a.m.', '2 p.m.', '3 p.m.', '12.30 p.m.', '11.30 a.m.', '4 p.m.', '10 a.m.', '8 a.m.']","Religion
Sri Aurobindo Devotees Trust: Prayers, Sasi Balika Vidya Mandir, Azad Road, R.S. Puram, 4 p.m., Annai Meditation Centre, W 7 C, Kovaipudur, 4 p.m.
Sakthi Vinayakar Temple: Villibharatham fame Tiruchi Sri Kalyanaraman speaks on Nalanum Narayananum, temple premises, 6.30 p.m.
Sri Varasiddhi Vinayagar, Varadaraja Perumal, Sri Mahalakshmi, Sri Varada Anjaneyar temple: Special prayers for students of SSLC and HSLC to score high marks, Vignesh Nagar, Vilankurichi,
6 a.m. onwards.
Sri Vengusapriya Sai Baba Temple: Mahakumbabishegam, Theethipalayam temple, 11 a.m.
Rathina Vinayakar Temple: Chathurthi, DB Road, 8.30 a.m.
Raj Vidya Kender: Discourse on inner peace, Ardra Hall, Huzur Road, 6 p.m.
GENERAL
Poompuhar: Expo and sale of handicrafts, Big Bazaar Street,
10 a.m.
Kongu Nadu Trust: Presentation of Konguvel Award for late N. Mahalingam to his son N. Manickam and presentation of Kalingarayan awards to people of eminence, KCT premises, 10 a.m.
Coimbatore District Sports and Games Welfare Association: Prize distribution for drawing competition, K’sirs International School, 3 p.m.
Nanneri Kazhagam: Smt.Sarojini Nataraj memorial programme, 6.30 p.m.
Krishna Academy of Psychological Medicine: One-day workshop on
Assessment and Management of Mental Illness from
Psychological and Social perspective, Pethi Naidu Auditorium, Krishna Nursing Home, Swarnambika Layout, Ram Nagar, 9 a.m.
PSG College of Arts and Science: 28{+t}{+h}Graduation Day, H. Devaraj, UGC Chairperson, and Secretary of UGC Jaspal Singh Sandhu take part, GRD Auditorium, 2 p.m.
Alcoholic Anonymous: Meeting, Krishna Nursing Home, Ram Nagar, 3 p.m.
IMA Coimbatore and Dr.JKP Medical Center: Dr.J.K. Periasamy Endowment Oration, IMA Hall, 12.30 p.m.
Nehru Institute of Engineering and Technology: 5{+t}{+h}Graduation day, TNAU Vice-Chancellor K. Ramasamy speaks, 11.30 a.m.
Hindusthan College of Arts and Science: 14{+t}{+h}graduation day, Governor K. Rosaiah takes part, 12 noon.
KSG College of Arts and Science: Graduation ceremony,
4 p.m.
ABC Matriculation School: Free medical camp, Avarampalayam Road – Peelamedu, 10 a.m.
Sree Abhirami Hospital – Madukkarai road, Sundarapuram : Idhayam Kappom – Free angiogram camp, 8 a.m."
Engagements for Sunday,Sunday,2015-02-15,NEW DELHI,"['11 a.m.', '7 p.m.', '11 a.m.', '11 a.m.', '6.30 a.m.']"," Anonymous: Meetings -Aakarshan Group: Paschim Vihar, Delhi Government dispensary, G A2,Block opposite Radha Krishna Temple. 7-8.30 p.m. ; Programme ofRecovery Group: Dwarka Health Center, Sector-12, 7.30-8.30 p.m. ; Gateway of Sobriety Group: Saad Nagar, Palam Delhi Govt. Dispensary 11 a.m.; Prashanti Gruup: Lord Mahavir School, Sector-29, adjacent to Bhramaputra Shopping Complex, 7-8.30 p.m.; Navjyoti Group:Geeta Bhawan, Shahdara 7-8.30 p.m. ; A.Ujala Group: Masihgarh Church, Sukhdev Vihar, Near Escorts Heart Institute, 7 p.m.; Atam Shanti Group: N-85, Narayan Nagar, Lalita Park, Laxmi Nagar 7-8.30 p.m. ; A.A AshadeepGroup:C-1, Safdarjang Development Area, Sahoday School, 11 a.m.; Jagriti Group: St Columba’s School, Bhai Vir Singh Marg, near Gole Dak Khana,10 a.m. ; Vishwas Group: Basti Vikas Kendra: Jawahar Camp, Kirti Nagar, 11 a.m.; Morning Attitude Modification Group: Basti Vikas Kendra, Jawahar Camp, Kirti Nagar, Sector-6, 6.30 a.m.; and A.A Steps To Sobriety Group:Arya Samaj Mandir, near South Delhi Club, Greater Kailash-I 11.a.m."
Coimbatore Today,Sunday,2015-02-15,TAMIL NADU,"['6.30 p.m.', '6.50 p.m.', '4 p.m.', '6 p.m.', '9 a.m.', '6.30 p.m.', '9.45 p.m.', '10.30 a.m.', '2 p.m.', '8.30 p.m.', '10 a.m.', '10.30 a.m.', '10.30 a.m.', '6.05 p.m.', '8.30 a.m.', '9 a.m.', '9.30 a.m.', '11 a.m.', '9 a.m.', '6 p.m.', '3 p.m.']","RELIGION
Discourse by Dugaram Ganapathy: Pravasana Mandapam, Kothandaramaswamy Devasthanam, Ram Nagar,
6.30 p.m.
Yaksha dance and music festival : Isha Yoga Center,
6.50 p.m.
Prayers to Sri Annai: Sri Aurobindo Devotees Trust, Sri Annai Meditation Centre, W7C, Kovaipudur, 4 p.m.
Discourse on Inner Peace: Raj Vidya Kender, Ardra Hall,
Huzur Road, 6 p.m.
Satsangh: Yagoda Sattsanga HDhyana Kendra, Uppilipalayam, 9 a.m.
Discourse by pandit Kapilachar of Dharward: Sri Palimar Mutt, Sri Raghavendraswamy Temple, Sallivan Street, 6.30 p.m.
culture
Kamban Kazhgam: Kamban Vizha, Mani High School,
9.45 p.m.
Kalam Literary Meet: Function, S.P.Narasimhalu Naidu School, 10.30 a.m.
General
Nehru Institute of Technology: Graduation Day, 2 p.m.
Government College of Technology: Alumni meet,
8.30 p.m.
Nehru Arts and Science College: Best Teacher Award presentation, 10 a.m.
KGiSL Group of Institutions: Graduation Day,
Saravanampatti, 10.30 a.m.
Ramakrishna Mission
Vidyalaya Polytechnic
College: Alumni meet,
10.30 a.m.
SSB Vidhya Nikethan School: Annual Day, 6.05 p.m.
Government Higher Secondary School, Alandurai: Alumni meet, 8.30 a.m.
Organising Committee: CASORIA, reunion of
1994-97 alumni, P.S.G.
CAS, 9 a.m.
Coimbatore Productivity Council: Productivity Week,
9.30 a.m.
The Philatelists’ Coimbatore: Meeting, Computer Society of India, Race Course, 11 a.m.
Coimbatore Jilla Sathatha Sri Vaishnava Samajam: Free eye check up, Pappanaickenpalayam, 9 a.m.
Gnanavani Sangamam: Meet on computer science, Dhanwantri Temple, 6 p.m.
Alcoholic Anonymous: Meeting, Krishna Nursing Home, Ram Nagar, 3 p.m."
Stars before sunrise,Friday,2015-02-13,FRIDAY REVIEW,"['3 a.m.', '4.30 a.m.', '4.35 a.m.']","It’s Thursday, February 5, and my alarm rings at 3 a.m. It’s ‘Yennai Arindhaal’ time! I spring out of bed. Shortly, a few of my friends, one of who has managed tickets for a 4.30 a.m. show (I kid you not), find ourselves on our bikes heading towards Porur on empty roads, which for some strange reason remind me of the film ‘Zombieland.’ Thanks to Google Maps, we find our way to a theatre named Gopalakrishnan, one I’ve never heard of in my three decades in the city. I expect to see a handful of droopy, sleep-deprived people lumbering in. The sun, after all, hasn’t even risen yet.
What I see though… is a sea of people flooding into the obscure theatre with chants of ‘Thala’ ringing in the air. Bikes jostle for space, some fans seem drunk on alcohol, but most on the prospect of being among the first to watch the Ajith-Gautham Menon film.
We finally take our seats. I am surprised they are even numbered. The chairs are creaky, the cushions threadbare. More people pour in, and a random guy in the audience asks them to sit on the floor, yelling “Seat-laam kadaikaadhu!” Most people are dressed in lungis and shorts. Not the fancy shorts seen at posh theatres, but the multi-coloured ones you find on Parry's pavements.
But the noise, oh, the noise! Groups of men (of course, no women) whistle and hoot. When the ads start playing, the cheering makes you wonder if Ajith has walked in. A deafening roar erupts when the Censor certificate comes up — U, U/A, A… who cares?
Then the words Ajith Kumar appear on screen and as Sathyadev (Ajith’s character in the film) says later in the film, “All hell breaks loose”. Many people stand up on the seats, unable to control their excitement. Some like yours truly stand up on the seat too, to peer over the other heads. A few run towards the screen. In seconds, they are atop the stage up front and dancing, shirts in hand.
I’m not even looking at the screen now, only at the revellers. Some stop dancing, get phones out and begin taking selfies. I dimly realise that I can barely hear any music at all. Harris Jayaraj may as well not have bothered. The madness continues till the opening credits stop rolling.
But you know it’s a temporary lull. An Ajith introduction scene is in the offing. Gautham Menon has his finger on their pulse — he teases them with a couple of scenes where only the actor’s eyes are visible. That primes them. Then, Ajith’s full face comes into view. If I thought I had heard the height of the noise, I was wrong. The din those people raised — you had to pinch yourself to believe it was 4.35 a.m. on a weekday at an anonymous theatre.
Then, I see, in slow-motion, a sizzling cracker launched into the air. Breaths held. Thankfully, it falls at an empty spot up front and explodes, silencing the audience for barely a second, before the roar continues. In the commotion, a part of the screen is damaged. Two policemen finally walk in (did the explosion wake them up?) and try to identify the culprits. Ha, good luck!
The film is running, but nobody seems to care. It’s the opening show of an Ajith film, and everything else, even the film itself, is secondary. Having heard no dialogue for the first 15 minutes (the dreadful speakers are also to blame), I realise I’ll have to watch it again to review it.
It doesn’t matter. I couldn’t have stood on the seat at Sathyam.
A sea of people flooding into the obscure theatre with chants of ‘Thala’ ringing in
the air."
